Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Fri Aug 24 13:30:23 UTC 2012,Friday,13:30:23,Hire Heroes USA is very honored to be a Charity Partner at The Ultimate Wingman Georgia Military Heroes Awards banquet on November 15.,3,0,0,LINK
Thu Aug 23 19:13:54 UTC 2012,Thursday,19:13:54,"More than 125,000 military veterans and spouses were hired or trained through a White House partnership with private businesses last year, beating an earlier goal of 100,000 by nearly a year.",15,0,3,LINK
Thu Aug 23 15:59:19 UTC 2012,Thursday,15:59:19,"Since July of 2007, Hire Heroes USA has helped more than 600 veterans find employment. Thank you to all those who continue to support our mission of reducing veteran unemployment!",32,0,0,STATUS
Thu Aug 23 14:00:57 UTC 2012,Thursday,14:00:57,"On this day in 1966, Lunar Orbiter 1 took the first photograph of Earth from orbit around the Moon.",10,0,4,PHOTO
Wed Aug 22 20:08:36 UTC 2012,Wednesday,20:08:36,"The Pentagon has a partnership with the Intrepid Fallen Heroes Fund, which is raising $100 million to build medical centers specializing in the signature physical and psychological injuries of Iraq and Afghanistan.",13,0,0,LINK
Wed Aug 22 17:33:07 UTC 2012,Wednesday,17:33:07,"Wisdom Wednesday:



""America means opportunity, freedom, power."" - Ralph Waldo Emerson",9,0,1,STATUS
Wed Aug 22 13:15:05 UTC 2012,Wednesday,13:15:05,"Hire Heroes USA is honored to be a charity partner for this year's 9/11 Heroes Run, a 5k to honor our nation's fallen soldiers. Over 30 locations across the U.S. to choose from!",9,1,2,LINK
Tue Aug 21 18:34:50 UTC 2012,Tuesday,18:34:50,Hire Heroes USA and the USO are conducting a Warrior Transition Workshop at U.S. Army Fort Carson today. Below is Hire Heroes' team member Matt working with a veteran on strategic planning.,12,1,1,PHOTO
Tue Aug 21 16:08:46 UTC 2012,Tuesday,16:08:46,Still looking for a new job? Try out LinkedIn's free webinar to learn strategies and best practices to leverage LinkedIn at every stage of your job search.,8,0,2,LINK
Tue Aug 21 14:48:50 UTC 2012,Tuesday,14:48:50,"Tuesday Tip:



Write down your goals and you're more likely to achieve them.",3,0,0,LINK
Mon Aug 20 18:22:30 UTC 2012,Monday,18:22:30,Great to see celebrities like Kid Rock showing their support for veterans!,44,3,11,LINK
Mon Aug 20 14:48:11 UTC 2012,Monday,14:48:11,"Good Monday morning! Start the week off on a good note by watching a Marine returning home from Afghanistan see his 6 year old son, who has cerebal palsy, walk for the very first time!",14,1,3,LINK
Fri Aug 17 17:50:59 UTC 2012,Friday,17:50:59,"Arthur Boorman, a former paratrooper, was told by doctors he would never walked unassisted again. He proved them wrong...",15,2,22,LINK
Fri Aug 17 15:24:04 UTC 2012,Friday,15:24:04,The world agrees that we are the greatest nation on earth. Happy Photo Friday!,63,6,25,PHOTO
Thu Aug 16 18:33:06 UTC 2012,Thursday,18:33:06,"Army veteran, actor, and Dancing with the Stars champion J.R. Martinez was recently named the 2012 Outstanding Disabled Veteran of the Year. Watch the video below to learn more about his story and how he has overcome all the setbacks he faced.",20,1,0,VIDEO
Thu Aug 16 14:48:58 UTC 2012,Thursday,14:48:58,Who's getting excited for football season?! Check out these awesome helmets that Virginia Tech will be wearing on September 22 for Military Appreciation Day!,81,8,5,PHOTO
Wed Aug 15 16:16:49 UTC 2012,Wednesday,16:16:49,Wisdom Wednesday,131,0,102,PHOTO
Wed Aug 15 14:15:33 UTC 2012,Wednesday,14:15:33,"Many athletes use the Dynavision 2 machine to think faster, react more quickly, and sharpen their hand-eye coordination. Now it is being used to help veterans with brain injuries.",4,0,0,LINK
Tue Aug 14 20:57:15 UTC 2012,Tuesday,20:57:15,Tuesday Tips:,4,0,3,LINK
Tue Aug 14 19:02:39 UTC 2012,Tuesday,19:02:39,Hire Heroes USA and USO are conducting a Warrior Transition Workshop at USO-N.C.'s facility today. Hire Heroes' team member Bryan is working with a Marine from Camp Lejeune on resume writing.,14,1,3,PHOTO
Tue Aug 14 15:38:15 UTC 2012,Tuesday,15:38:15,How would you like to take this for a test ride?!,9,0,1,LINK
Tue Aug 14 13:22:36 UTC 2012,Tuesday,13:22:36,Help support Atlanta non-profits by attending the Country Club of the South Charity Guild's Speakeasy Benefit Party on September 8th! A great time is sure to be had by all!,5,0,1,LINK
Mon Aug 13 16:05:42 UTC 2012,Monday,16:05:42,"Will you be watching ""Stars Earn Stripes"" tonight?",7,3,0,LINK
Mon Aug 13 14:12:12 UTC 2012,Monday,14:12:12,What was your favorite sport to watching during the Olympics?,0,3,0,STATUS
Mon Aug 13 02:37:39 UTC 2012,Monday,2:37:39,,1,0,0,LINK
Sun Aug 12 16:55:13 UTC 2012,Sunday,16:55:13,"As the Olympics come to a close, we'd like to congratulate all the military athletes who represented the US!



http://www.huffingtonpost.com/2012/08/06/16-veterans-london-olympics_n_1746786.html?utm_hp_ref=impact",23,0,5,LINK
Fri Aug 10 14:53:43 UTC 2012,Friday,14:53:43,Hire Heroes USA is very proud of all the athletes that represented the United States in the Olympics this year and all that they accomplished!,12,0,1,PHOTO
Thu Aug 09 19:02:37 UTC 2012,Thursday,19:02:37,"Earlier this week President Obama signed the Honoring America's Veterans Act of 2012, which states protests must be held at least 300 feet from military funerals and are prohibited two hours before or after a service so that service members get laid to rest with ""the utmost honor and respect.""",40,1,7,LINK
Thu Aug 09 14:12:35 UTC 2012,Thursday,14:12:35,"On this day in 1936, Jesse Owens won his fourth Olympic gold medal in Berlin to become the first American to win four medals in one Olympiad.",54,2,4,PHOTO
Wed Aug 08 17:33:25 UTC 2012,Wednesday,17:33:25,"Wisdom Wednesday:



""It often requires more courage to dare to do right than to fear to do wrong."" - Abraham Lincoln",11,0,1,STATUS
Wed Aug 08 15:22:51 UTC 2012,Wednesday,15:22:51,"A portion of the proceeds from every download of country artist Jack County's song ""Love Isn't All You Need"" will be donated to Hire Heroes USA. Check out the song below!",4,0,2,STATUS
Tue Aug 07 19:33:43 UTC 2012,Tuesday,19:33:43,Thank you to all the men and women who deserve the Purple Heart for protecting our nation.,78,0,60,PHOTO
Tue Aug 07 16:10:19 UTC 2012,Tuesday,16:10:19,Don teaching a resume writing class to 16 service members at the Warrior Transition Workshop held with the USO at Fort Belvoir today!,26,0,0,PHOTO
Tue Aug 07 14:00:24 UTC 2012,Tuesday,14:00:24,Would you be willing to relocate for the right job?,13,2,3,LINK
Mon Aug 06 18:25:21 UTC 2012,Monday,18:25:21,It's not too late to register for the Marine Corps Marathon - Official Page! Sign up to run with Hire Heroes USA!,5,0,1,LINK
Mon Aug 06 14:47:31 UTC 2012,Monday,14:47:31,Who else is excited that NASA's rover Curiosity landed safely on Mars?!,41,2,1,PHOTO
Mon Aug 06 13:10:06 UTC 2012,Monday,13:10:06,"Thank you to MC Machinery Systems, Inc. for becoming a Corporate Partner of Hire Heroes USA!",3,0,0,LINK
Fri Aug 03 14:44:32 UTC 2012,Friday,14:44:32,Happy Photo Friday to ALL heroes who serve our nation!,122,0,40,PHOTO
Fri Aug 03 13:40:50 UTC 2012,Friday,13:40:50,Many thanks go out to NovaCopy - The Document Solutions Specialists for becoming a Corporate Partner of Hire Heroes USA! They're hiring veterans!,3,0,0,LINK
Thu Aug 02 21:13:22 UTC 2012,Thursday,21:13:22,Thank you to ATCO Structures & Logistics for doing their part to reduce veteran unemployment by becoming the latest Corporate Partner of Hire Heroes USA!,1,0,0,LINK
Thu Aug 02 20:32:41 UTC 2012,Thursday,20:32:41,The new Military Service Integrity Act of 2012 seeks to make it illegal for any person to misrepresent their military service in order to profit from the lie. Do you like this as a replacement for the Stolen Valor Act that was ruled unconstitutional earlier this year?,23,11,6,LINK
Thu Aug 02 16:05:39 UTC 2012,Thursday,16:05:39,Ever wonder why you never hear back from an employer after submitting an application?,2,1,3,LINK
Thu Aug 02 13:51:01 UTC 2012,Thursday,13:51:01,On this day in 1776 is when the Declaration of Independence was actually signed.,58,0,20,PHOTO
Wed Aug 01 20:33:56 UTC 2012,Wednesday,20:33:56,"""ABC News launched a new video series to shine a spotlight on the challenge tens of thousands of American veterans face finding jobs after they return from the wars in Iraq and Afghanistan...the series captures the lives of six U.S. veterans as they return from military service and strive to find work in an unpredictable job market.""



Will you be watching this series?",13,1,2,LINK
Wed Aug 01 18:32:06 UTC 2012,Wednesday,18:32:06,Hire Heroes USA is very excited and proud to be one of the charity partners of the Rockstar Energy Drink Mayhem Festival!,11,0,3,VIDEO
Wed Aug 01 14:24:55 UTC 2012,Wednesday,14:24:55,"Wisdom Wednesday:



""I am a soldier. I fight where I am told, and I win where I fight."" - General George S. Patton Jr.",34,0,3,STATUS
Tue Jul 31 19:59:12 UTC 2012,Tuesday,19:59:12,Thank you to Radar Tires for becoming the latest Corporate Partner of Hire Heroes USA! Together we can reduce veteran unemployment!,6,0,0,LINK
Tue Jul 31 16:52:19 UTC 2012,Tuesday,16:52:19,"Hire Heroes USA Veteran Associate Joelle, helping a transitioning service member on his resume at a Wounded Warrior Transition Workshop with the USO at Fort Bragg, N.C. today!",20,0,3,PHOTO
Tue Jul 31 15:16:37 UTC 2012,Tuesday,15:16:37,"Tuesday Tip:



On your resume, take a simple job duty and expand it to match the job posting with quantitative evidence of accomplishments.",5,0,3,LINK
Tue Jul 31 13:40:14 UTC 2012,Tuesday,13:40:14,Hire Heroes USA is hiring in the Greater San Diego area. Apply for the Associate of Veteran Programs position on LinkedIn!,7,0,0,LINK
Mon Jul 30 16:27:43 UTC 2012,Monday,16:27:43,What do you think of the new Transition GPS program being launched for transitioning service members?,12,1,2,LINK
Sat Jul 28 16:26:38 UTC 2012,Saturday,16:26:38,,133,1,79,PHOTO
Fri Jul 27 17:48:12 UTC 2012,Friday,17:48:12,"Hire Heroes USA's President and CEO, ""All American"" Brian Stann on top of the CN Tower in Toronto earlier this week. Tune in on September 22 to watch his fight against Michael Bisping!",25,1,3,PHOTO
Fri Jul 27 13:52:59 UTC 2012,Friday,13:52:59,Good luck to all of our Olympians in London! USA! USA! USA!,53,0,14,PHOTO
Thu Jul 26 13:38:32 UTC 2012,Thursday,13:38:32,"Veterans who join a Toyota Forklift Industrial Equipment dealership as a service technician help not only themselves with a great career, but other veterans as well. In honor of each veteran hired by a Toyota Industrial Equipment dealer in 2012, Toyota Material Handling, U.S.A., Inc. and the participating dealer will make a donation to Hire Heroes USA to help other veterans find employment too.  Interested? Apply today at: toyotalifttech.com",10,0,6,STATUS
Wed Jul 25 17:20:19 UTC 2012,Wednesday,17:20:19,"U.S. Chamber of Commerce, USO, and Hire Heroes USA in DC today conducting another Career Opportunity Day for US military transitioning service members, veterans, and their spouses!",9,0,0,PHOTO
Wed Jul 25 16:18:35 UTC 2012,Wednesday,16:18:35,"Wisdom Wednesday:



""A pessimist sees the difficulty in every opportunity. An optimist sees the opportunity in every difficulty."" -Winston Churchill



What's motivating you this week?",15,0,4,STATUS
Tue Jul 24 17:14:20 UTC 2012,Tuesday,17:14:20,Check out these awesome shirts from Official Gaspari Nutrition®. Thank you for supporting Hire Heroes USA!,12,0,0,PHOTO
Tue Jul 24 14:07:52 UTC 2012,Tuesday,14:07:52,"Tuesday Tip:



Always be prepared in an interview to ask questions to show the employer you are interested in the company and the position.",5,1,4,LINK
Mon Jul 23 19:53:19 UTC 2012,Monday,19:53:19,Thank you to Armstrong Garden Centers for becoming the newest Corporate Partner of Hire Heroes USA!,2,0,1,LINK
Mon Jul 23 19:28:52 UTC 2012,Monday,19:28:52,,0,0,0,UNKNOWN
Mon Jul 23 19:27:49 UTC 2012,Monday,19:27:49,,0,0,0,UNKNOWN
Mon Jul 23 19:27:00 UTC 2012,Monday,19:27:00,,4,0,0,UNKNOWN
Mon Jul 23 19:25:43 UTC 2012,Monday,19:25:43,,0,0,0,UNKNOWN
Mon Jul 23 19:24:58 UTC 2012,Monday,19:24:58,,2,0,0,UNKNOWN
Mon Jul 23 19:24:26 UTC 2012,Monday,19:24:26,,1,0,0,UNKNOWN
Mon Jul 23 19:24:01 UTC 2012,Monday,19:24:01,,3,2,0,UNKNOWN
Mon Jul 23 19:23:29 UTC 2012,Monday,19:23:29,,0,0,0,UNKNOWN
Mon Jul 23 19:22:57 UTC 2012,Monday,19:22:57,,0,0,0,UNKNOWN
Mon Jul 23 19:22:28 UTC 2012,Monday,19:22:28,,0,0,0,UNKNOWN
Mon Jul 23 19:21:29 UTC 2012,Monday,19:21:29,,0,0,0,UNKNOWN
Mon Jul 23 19:20:58 UTC 2012,Monday,19:20:58,,1,0,0,UNKNOWN
Mon Jul 23 19:19:53 UTC 2012,Monday,19:19:53,,4,0,0,UNKNOWN
Mon Jul 23 19:19:12 UTC 2012,Monday,19:19:12,,0,0,0,UNKNOWN
Mon Jul 23 19:18:21 UTC 2012,Monday,19:18:21,,0,0,0,UNKNOWN
Mon Jul 23 19:16:49 UTC 2012,Monday,19:16:49,,0,0,0,UNKNOWN
Mon Jul 23 19:15:42 UTC 2012,Monday,19:15:42,,0,0,0,UNKNOWN
Mon Jul 23 19:15:00 UTC 2012,Monday,19:15:00,,0,0,0,UNKNOWN
Mon Jul 23 19:14:18 UTC 2012,Monday,19:14:18,,0,0,0,UNKNOWN
Mon Jul 23 19:10:46 UTC 2012,Monday,19:10:46,,0,0,0,UNKNOWN
Mon Jul 23 18:16:21 UTC 2012,Monday,18:16:21,"Suggest to your friends and family to ""like"" Hire Heroes USA so they can learn more about our programs and services and stay up-to-date with veteran issues!",6,0,2,LINK
Mon Jul 23 14:57:45 UTC 2012,Monday,14:57:45,What are some reasons you think companies should hire veterans for?,11,4,3,LINK
Fri Jul 20 17:37:49 UTC 2012,Friday,17:37:49,"One more version of ""Call Me Maybe""...the US military version!",11,1,11,VIDEO
Thu Jul 19 13:26:44 UTC 2012,Thursday,13:26:44,Are you a runner? Register now to run the Marine Corps Marathon - Official Page with the Hire Heroes USA team!,3,0,1,LINK
Thu Jul 19 13:25:28 UTC 2012,Thursday,13:25:28,Only 100 days until the Marine Corps Marathon - Official Page! Register now to run with the Hire Heroes USA team!,7,0,1,PHOTO
Wed Jul 18 19:47:46 UTC 2012,Wednesday,19:47:46,Do you think double-amputee Oscar Pistorius should be allowed to compete as a sprinter in the Olympics?,5,2,1,LINK
Wed Jul 18 16:13:27 UTC 2012,Wednesday,16:13:27,"Wisdom Wednesday:



""Ask not what your country can do for you, but what you can do for your country."" - John F. Kennedy",13,0,0,STATUS
Wed Jul 18 14:12:54 UTC 2012,Wednesday,14:12:54,James teaching 17 Warriors on resume writing at a Wounded Warrior Transition Workshop with the USO at U.S. Army Fort Carson this week.,16,0,3,PHOTO
Tue Jul 17 20:12:43 UTC 2012,Tuesday,20:12:43,"Tuesday Tips:



What are some job search myths you know not to be true?",2,0,1,LINK
Tue Jul 17 16:21:58 UTC 2012,Tuesday,16:21:58,Are you a fan of the St. Louis Cardinals? Hire Heroes USA is the beneficiary of the St. Louis Cardinals Legends Camp. Check out the link below for more information on how to participate in this great event with some of the baseball's greatest legends!,4,0,1,LINK
Tue Jul 17 14:58:56 UTC 2012,Tuesday,14:58:56,"Thank you to Toyota USA for being a proud supporter of Hire Heroes USA with their ""Giving Veterans a Lift"" program! For every veteran hired by a Toyota Industrial Equipment dealer as a service technician in 2012, Toyota will match a dealer’s donation (up to $500) to Hire Heroes USA, in honor of the newly hired veteran. For more information please visit http://www.toyotaforklift.com/",16,1,6,LINK
Mon Jul 16 15:45:57 UTC 2012,Monday,15:45:57,Thank you to 7-Eleven for your support of Hire Heroes USA. We had a great time volunteering at your golf tournament this year!,17,0,7,PHOTO
Sun Jul 15 19:01:24 UTC 2012,Sunday,19:01:24,"Before heading back to Atlanta yesterday after conducting a Wounded Warrior Transition Workshop, part of the Hire Heroes USA team visited Pearl Harbor to pay their respects. Below is Don, Megan, and Matt at the U.S.S. Missouri.",17,1,5,PHOTO
Sat Jul 14 17:15:07 UTC 2012,Saturday,17:15:07,Thank you to the Rockstar Energy Drink Mayhem Festival for supporting Hire Heroes USA. Visit our staff at Aaron's Amphitheater in Atlanta today!,11,1,1,PHOTO
Fri Jul 13 16:43:24 UTC 2012,Friday,16:43:24,Happy Photo Friday the 13th! This picture was taken by one of our team members at Marine Corps Base Hawaii.,221,2,22,PHOTO
Thu Jul 12 23:50:01 UTC 2012,Thursday,23:50:01,Where do you check your phone? During chow? After PT?,4,0,1,PHOTO
Thu Jul 12 21:13:52 UTC 2012,Thursday,21:13:52,"Nancy and Michelle teaching a classroom of 20 Marines on resume writing, interview skills, and strategic planning. Very motivated group of Marines at this workshop!",40,3,2,PHOTO
Thu Jul 12 17:08:56 UTC 2012,Thursday,17:08:56,"Nancy, Matt, Michelle, Megan, and Don stop for a picture in Kaneohe on their way to the Warrior Transition Workshop this morning at Marine Corps Base Hawaii. Going to be a good day preparing Marines for their transition out of the military!",62,7,7,PHOTO
Wed Jul 11 22:38:42 UTC 2012,Wednesday,22:38:42,"Wisdom Wednesday:



""Gold is good in its place, but living, brave, patriotic men are better than gold."" - Abraham Lincoln",8,1,2,STATUS
Wed Jul 11 18:15:23 UTC 2012,Wednesday,18:15:23,Aloha! Part of the Hire Heroes USA team is at Marine Corps Base Hawaii this week conducting a Warrior Transition Workshop.,25,2,5,PHOTO
Sat Jul 07 12:31:18 UTC 2012,Saturday,12:31:18,The questions you should and shouldn't ask in a job interview. What tips do you have?,1,0,2,LINK
Fri Jul 06 17:32:12 UTC 2012,Friday,17:32:12,Happy Photo Friday!,75,5,32,PHOTO
Fri Jul 06 15:15:57 UTC 2012,Friday,15:15:57,"Special thanks to Mr. Carl Meyer for successfully golfing 100 Holes on July 4th in 100+ degree weather to raise funds for Hire Heroes USA! To date, Carl's fundraising total is approaching $250,000!",7,0,0,STATUS
Thu Jul 05 16:07:55 UTC 2012,Thursday,16:07:55,,7,0,0,PHOTO
Thu Jul 05 15:26:08 UTC 2012,Thursday,15:26:08,"Remember to post your best 4th of July photo on our wall for a chance to win TWO backstage passes to the Rockstar Energy Drink Mayhem Festival in Atlanta, GA on July 14th! On Thursday, July 5th we will announce the top three photos. The photo that then gets the most likes that day will be the winner! Good-luck!",2,0,0,STATUS
Tue Jul 03 19:45:36 UTC 2012,Tuesday,19:45:36,"Tomorrow Carl Meyer will attempt to golf 100 holes to raise funds for and awareness of Hire Heroes USA. This will be his fifth straight year golfing on the 4th of July. To date, he has raised over $180,000 for Hire Heroes USA. Thank you, Carl, for your support of our nation's veterans!",8,0,0,LINK
Tue Jul 03 17:49:20 UTC 2012,Tuesday,17:49:20,15 companies definitely hiring this month!,9,0,1,LINK
Tue Jul 03 14:20:19 UTC 2012,Tuesday,14:20:19,"Tuesday Tip:



Quantify the results on your resume to show employers the impact you had in your previous positions.",4,0,1,LINK
Mon Jul 02 19:48:02 UTC 2012,Monday,19:48:02,"UPS waived the franchise fee for 10 veterans last year, and they're doing it for another 10 vets this year!",25,0,2,LINK
Mon Jul 02 14:18:09 UTC 2012,Monday,14:18:09,"Hire Heroes USA is featured as the ""Cause of the Day"" on AOL today. Check it out!",9,0,1,LINK
Fri Jun 29 15:24:24 UTC 2012,Friday,15:24:24,"Happy Photo Friday, everyone! Let's not forget why we have all the freedoms we do.",189,10,154,PHOTO
Thu Jun 28 21:22:05 UTC 2012,Thursday,21:22:05,"Our thoughts and prayers go out to all those at Fort Bragg. For all those on base, please stay safe.",14,0,0,STATUS
Thu Jun 28 21:12:06 UTC 2012,Thursday,21:12:06,Do you think it was a good idea that the Supreme Court struck down the Stolen Valor Act?,3,6,10,LINK
Thu Jun 28 17:35:18 UTC 2012,Thursday,17:35:18,What do you think about the Supreme Court upholding President Obama's health-care overhaul?,0,5,1,LINK
Thu Jun 28 15:07:28 UTC 2012,Thursday,15:07:28,"As one of the featured charities of the Rockstar Energy Drink Mayhem Festival, we will be giving away two backstage passes to the Atlanta concert on July 14th! Post your best 4th of July photo on our wall. On Thursday, July 5th we will announce the top three. The photo that then gets the most likes that day will be the winner!",2,0,0,STATUS
Wed Jun 27 23:39:26 UTC 2012,Wednesday,23:39:26,Rumor has it we'll be starting a contest in conjunction with the Rockstar Energy Drink Mayhem Festival. Check out our page tomorrow for more details!,1,0,0,STATUS
Wed Jun 27 20:40:45 UTC 2012,Wednesday,20:40:45,What do you think about the bold approach of the organization Battling Bare to raise awareness of PTSD?,23,4,7,LINK
Wed Jun 27 15:59:14 UTC 2012,Wednesday,15:59:14,"Wisdom Wednesday:



""The man who can't make a mistake can't make anything."" 

-Abraham Lincoln",10,0,4,STATUS
Wed Jun 27 14:09:02 UTC 2012,Wednesday,14:09:02,"Today is National PTSD Awareness Day. Below are some great resources for anyone affected by PTSD.



http://www.ptsd.va.gov/

http://www.veteranscrisisline.net/

http://www.mentalhealth.va.gov/

http://maketheconnection.net/",9,0,6,LINK
Tue Jun 26 21:04:19 UTC 2012,Tuesday,21:04:19,Part of the Hire Heroes USA at Camp Lejeune this week conducting a Warrior Transition Workshop with the USO.,19,0,3,PHOTO
Tue Jun 26 19:07:29 UTC 2012,Tuesday,19:07:29,"The ""Vets to Cops"" initiative will provide $111 million in funding  for more than 800 law enforcement positions across the country that must be filled by recent military veterans.",18,3,11,LINK
Tue Jun 26 14:27:05 UTC 2012,Tuesday,14:27:05,"Tuesday Tips:



Don't get lost in the sea of applicants. Follow these tips to set yourself apart!",3,0,3,LINK
Mon Jun 25 19:26:59 UTC 2012,Monday,19:26:59,"Fill in the blank:



You know you served in the military when ____________.",4,13,0,STATUS
Mon Jun 25 15:29:55 UTC 2012,Monday,15:29:55,Today marks the 62nd anniversary of the beginning of the Korean War. Below are the stories of a just a few of the numerous brave men who fought for our country.,3,0,0,LINK
Fri Jun 22 15:07:30 UTC 2012,Friday,15:07:30,"Happy Photo Friday, friends!",79,7,37,PHOTO
Fri Jun 22 13:37:45 UTC 2012,Friday,13:37:45,Thank you SunWize for becoming a Corporate Partner of Hire Heroes USA!,2,0,0,LINK
Thu Jun 21 23:17:35 UTC 2012,Thursday,23:17:35,"What do you think about the bill that would only allow small businesses, as opposed to all businesses, to use undue hardship as a reason to not rehire a veteran?",3,2,0,LINK
Thu Jun 21 19:35:55 UTC 2012,Thursday,19:35:55,"Hire Heroes USA President ""All American"" Brian Stann shooting a promotional video for Hire Heroes with our advertising agency JWT",23,2,1,PHOTO
Thu Jun 21 16:21:15 UTC 2012,Thursday,16:21:15,"On this day in 1945 the Battle of Okinawa ended. The Cornerstone of Peace memorial in Mabuni, Okinawa lists all the known names of those who died in the battle, civilian and military, Japanese and foreign. As of June 2008, it contains 240,734 names.",13,0,5,PHOTO
Thu Jun 21 14:37:20 UTC 2012,Thursday,14:37:20,"Check out the video below of Michelle Saunders, Chief Policy and Programs Advisor of Hire Heroes USA, and Vivian Bendewald, Program Director of the USO, interviewed at last week's Career Opportunity Day at Fort Bragg, N.C. sponsored by the U.S. Chamber of Commerce, the USO, and Hire Heroes USA.",3,0,0,LINK
Wed Jun 20 20:21:28 UTC 2012,Wednesday,20:21:28,"Wisdom Wednesday:



""There are no secrets to success. It is the result of preparation, hard work, and learning from failure."" - Colin Powell",19,1,4,STATUS
Wed Jun 20 17:36:03 UTC 2012,Wednesday,17:36:03,Part of the Hire Heroes USA team and the USO are at Marine Corps Base Quantico conducting a Warrior Transition Workshop to help service members prepare for their transition!,12,1,4,PHOTO
Wed Jun 20 15:57:28 UTC 2012,Wednesday,15:57:28,,49,0,11,PHOTO
Wed Jun 20 14:01:52 UTC 2012,Wednesday,14:01:52,"To all the civilians out there, would you go to a week-long SEAL training to get a small taste of what SEALs go through?",9,4,3,LINK
Tue Jun 19 20:45:47 UTC 2012,Tuesday,20:45:47,Do you think service members should receive a Purple Heart for PTSD?,8,26,1,LINK
Tue Jun 19 18:29:28 UTC 2012,Tuesday,18:29:28,Tuesday Tips: 8 Ways to Maximize your Cover Letter's Power,3,0,1,LINK
Tue Jun 19 14:25:38 UTC 2012,Tuesday,14:25:38,"Citi and CredAbility have teamed up to create a free, online financial education and counseling service for veterans. If you're looking for some financial guidance check out the article below for more info.",1,0,1,LINK
Mon Jun 18 19:14:20 UTC 2012,Monday,19:14:20,Feeling the Monday blues? Nothing cheers us up more than seeing soldiers reunited with their pets!,17,0,9,LINK
Mon Jun 18 16:15:29 UTC 2012,Monday,16:15:29,Thank you to Driven Sports for their support of Hire Heroes USA and our Nation's veterans!,4,0,0,LINK
Sun Jun 17 17:51:20 UTC 2012,Sunday,17:51:20,Happy Father's Day to all those men who have honorably served our Nation!,12,0,2,PHOTO
Fri Jun 15 17:49:04 UTC 2012,Friday,17:49:04,Are you revealing more than you should on Facebook and hurting your job prospects? Consider these tips before you post!,3,0,5,LINK
Fri Jun 15 14:38:39 UTC 2012,Friday,14:38:39,"""Heroes don't wear capes, they wear dog tags."" Happy Photo Friday friends!",222,2,178,PHOTO
Thu Jun 14 16:33:52 UTC 2012,Thursday,16:33:52,Happy 237th Birthday to the The U.S. Army! HOOAH,222,2,22,PHOTO
Thu Jun 14 14:05:20 UTC 2012,Thursday,14:05:20,Happy Flag Day! Please join us as we remember what the flag stands for and thank those who have defended it.,76,1,42,PHOTO
Wed Jun 13 14:42:30 UTC 2012,Wednesday,14:42:30,"U.S. Chamber of Commerce, USO, and Hire Heroes USA out at Fort Bragg, N.C. today conducting a Career Opportunity Day for transitioning services members, veterans, and their spouses:",76,1,7,PHOTO
Wed Jun 13 13:39:33 UTC 2012,Wednesday,13:39:33,Bouncing Back from Job Loss: The 7 Habits of Highly Effective Job Hunters - Forbes. Do you have any tips for job hunters?,4,0,1,LINK
Fri Jun 08 15:13:26 UTC 2012,Friday,15:13:26,Photo Friday: Band of Brothers 2.0,76,4,15,PHOTO
Thu Jun 07 20:52:39 UTC 2012,Thursday,20:52:39,"""These kids, these men, these women, they’ve done incredible work, and that’s exactly the kind of leadership and responsibility that every business in America should be wanting to attract, should be competing to attract."" - President Obama",8,0,3,LINK
Thu Jun 07 17:39:07 UTC 2012,Thursday,17:39:07,Ten occupations in high demand. Are you looking to get into one of these fields?,3,2,5,LINK
Thu Jun 07 14:37:31 UTC 2012,Thursday,14:37:31,Thank you to ApTask for becoming the newest Corporate Partner of Hire Heroes USA! Together we can reduce veteran unemployment!,3,0,0,LINK
Wed Jun 06 20:27:27 UTC 2012,Wednesday,20:27:27,"Wisdom Wednesday:



""This nation will remain the land of the free, only so long as it is home of the brave."" - Elmer Davis",10,0,1,STATUS
Wed Jun 06 14:38:33 UTC 2012,Wednesday,14:38:33,"President and CEO of Coca-Cola Refreshments, Steve Cahillane, on why companies should hire veterans:",26,1,3,LINK
Tue Jun 05 20:46:58 UTC 2012,Tuesday,20:46:58,Tuesday Tips: Some great advice on how networking can help your career!,1,0,0,LINK
Tue Jun 05 18:15:46 UTC 2012,Tuesday,18:15:46,"A portion of the proceeds from every download of country artist Jack County's song ""Love Isn't All You Need"" will be donated to Hire Heroes USA. Check out the video at http://tiny.cc/0bzffw and don't forget the song is available for purchase on Amazon!",5,1,3,LINK
Mon Jun 04 15:40:44 UTC 2012,Monday,15:40:44,"A portion of the proceeds from every download of country artist Jack Doyle's song ""Love Isn't All You Need"" will be donated to Hire Heroes USA. Check out the song below!",8,2,11,VIDEO
Fri Jun 01 22:52:54 UTC 2012,Friday,22:52:54,Thank you to everyone who participated in the Call Of Duty Endowment's Memorial Day Weekend campaign to help raise funds for the programs and services of Hire Heroes USA. We are incredibly grateful for all of your support!,6,0,0,STATUS
Fri Jun 01 18:13:05 UTC 2012,Friday,18:13:05,Thank you to Waypoint Homes for becoming a Corporate Partner of Hire Heroes USA! They are doing their part to help reduce veteran unemployment!,1,0,0,LINK
Fri Jun 01 17:05:45 UTC 2012,Friday,17:05:45,Photo Friday!,35,4,5,PHOTO
